Removing parentheses from filenames:
renamed './Fireworks_Purple_Flickering_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Flat_Trails_High_Recipe_#1.png'
renamed './Wicker_Lamp_(Recipe_#1).png' -> './Wicker_Lamp_Recipe_#1.png'
renamed './Fireworks_Cyan_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Red_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Red_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Green_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Green_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Orange_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Flat_Trails_High_Recipe_#1.png'
renamed './Dispenser_(Recipe_#1).png' -> './Dispenser_Recipe_#1.png'
renamed './Large_Gunpowder_Keg_(Recipe_#1).png' -> './Large_Gunpowder_Keg_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Blue_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Flat_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Flat_Trails_High_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Circle_(High)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Circle_High_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Circle_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Circle_High_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Circle_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Circle_High_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Circle_High_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Circle_High_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Circle_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Circle_High_Recipe_#1.png'
renamed './Gravestone_(Recipe_#1).png' -> './Gravestone_Recipe_#1.png'
renamed './Wire_Through_Stone_(Recipe_#1).png' -> './Wire_Through_Stone_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Large_Burst_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Large_Burst_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Large_Burst_Low_Recipe_#1.png'
renamed './Workbench_(Recipe_#1).png' -> './Workbench_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Disc_Low_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Disc_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Disc_Low_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Long_Trails_(Low)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Long_Trails_Low_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Disc_(High)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Disc_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Disc_High_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Large_Burst_High_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Large_Burst_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Large_Burst_High_Recipe_#1.png'
renamed './Wire_Through_Cobblestone_(Recipe_#1).png' -> './Wire_Through_Cobblestone_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Disc_High_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Disc_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Disc_High_Recipe_#1.png'
renamed './Fireworks_White_Flickering_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_White_Flickering_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Purple_Flickering_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Purple_Flickering_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Disc_High_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Disc_High_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Disc_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Disc_High_Recipe_#1.png'
renamed './Fireworks_Cyan_Flickering_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Cyan_Flickering_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Red_Flickering_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Red_Flickering_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Yellow_Flickering_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Yellow_Flickering_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Green_Flickering_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Green_Flickering_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Orange_Flickering_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Orange_Flickering_Long_Trails_High_Recipe_#1.png'
renamed './Fireworks_Blue_Flickering_Long_Trails_(High)_(Recipe_#1).png' -> './Fireworks_Blue_Flickering_Long_Trails_High_Recipe_#1.png'
renamed './Boat_(Recipe_#1).png' -> './Boat_Recipe_#1.png'
renamed './Brick_Fence_(Recipe_#1).png' -> './Brick_Fence_Recipe_#1.png'
renamed './Furnace_(Recipe_#1).png' -> './Furnace_Recipe_#1.png'
renamed './Wooden_Trapdoor_(Recipe_#1).png' -> './Wooden_Trapdoor_Recipe_#1.png'
renamed './Medium_Gunpowder_Keg_(Recipe_#1).png' -> './Medium_Gunpowder_Keg_Recipe_#1.png'
renamed './Marble_Stairs_(Recipe_#1).png' -> './Marble_Stairs_Recipe_#1.png'
renamed './Piston_(Recipe_#1).png' -> './Piston_Recipe_#1.png'
renamed './Wooden_Stairs_(Recipe_#1).png' -> './Wooden_Stairs_Recipe_#1.png'
renamed './Wooden_Door_(Recipe_#1).png' -> './Wooden_Door_Recipe_#1.png'
renamed './Dirt_Stairs_(Recipe_#1).png' -> './Dirt_Stairs_Recipe_#1.png'
renamed './Malachite_Block_(Recipe_#1).png' -> './Malachite_Block_Recipe_#1.png'
renamed './Wire_Through_Planks_(Recipe_#1).png' -> './Wire_Through_Planks_Recipe_#1.png'
renamed './Wire_Through_Bricks_(Recipe_#1).png' -> './Wire_Through_Bricks_Recipe_#1.png'
renamed './Sandstone_Stairs_(Recipe_#1).png' -> './Sandstone_Stairs_Recipe_#1.png'
renamed './Christmas_Tree_(Recipe_#1).png' -> './Christmas_Tree_Recipe_#1.png'
renamed './Chest_(Recipe_#1).png' -> './Chest_Recipe_#1.png'
